# ZND: DETONATION STRUCTURE CALCULATION
# CALCULATION RUN ON March 24, 2019

# INITIAL CONDITIONS
# TEMPERATURE (K) 300.0
# PRESSURE (atm) 1.0
# DENSITY (kg/m^3) 8.3836e-01
# SHOCK SPEED (M/S) 1967.85

# REACTION ZONE STRUCTURE

# Induction Times
# Time to Peak Thermicity =   3.8109e-07 s
# Distance to Peak Thermicity =   1.4438e-04 m

# Exothermic/Reaction Times
# Time of Reaction based on Thermicity Pulse Width =   8.5164e-08 s
# Length of Reaction based on Thermicity Pulse Width =   4.3831e-05 m
# THE OUTPUT DATA COLUMNS ARE:
Variables = "Distance (m)", "Velocity (m/s)", "Sound Speed (m/s)", "Gamma", "Weight (kg/mol)","c^2-U^2 (m/s)"
   1.57755e-04 	    5.80109e+02 	    1.03644e+03 	    1.27719e+00 	    2.20864e+01 	    7.37690e+05
   1.60816e-04 	    5.94433e+02 	    1.04312e+03 	    1.27513e+00 	    2.21671e+01 	    7.34754e+05
   1.64854e-04 	    6.11403e+02 	    1.05067e+03 	    1.27279e+00 	    2.22621e+01 	    7.30092e+05
   1.70025e-04 	    6.30331e+02 	    1.05863e+03 	    1.27031e+00 	    2.23670e+01 	    7.23384e+05
   1.73775e-04 	    6.42414e+02 	    1.06347e+03 	    1.26879e+00 	    2.24330e+01 	    7.18274e+05
   1.77594e-04 	    6.53533e+02 	    1.06776e+03 	    1.26744e+00 	    2.24930e+01 	    7.13004e+05
   1.82520e-04 	    6.66404e+02 	    1.07253e+03 	    1.26594e+00 	    2.25613e+01 	    7.06224e+05
   1.87315e-04 	    6.77613e+02 	    1.07652e+03 	    1.26467e+00 	    2.26199e+01 	    6.99727e+05
   1.93499e-04 	    6.90508e+02 	    1.08091e+03 	    1.26326e+00 	    2.26861e+01 	    6.91572e+05
   1.99793e-04 	    7.02175e+02 	    1.08472e+03 	    1.26203e+00 	    2.27449e+01 	    6.83566e+05
   2.08285e-04 	    7.16076e+02 	    1.08904e+03 	    1.26062e+00 	    2.28134e+01 	    6.73251e+05
   2.16766e-04 	    7.28297e+02 	    1.09266e+03 	    1.25942e+00 	    2.28724e+01 	    6.63487e+05
   2.29104e-04 	    7.43806e+02 	    1.09700e+03 	    1.25797e+00 	    2.29453e+01 	    6.50161e+05
   2.41686e-04 	    7.57507e+02 	    1.10061e+03 	    1.25675e+00 	    2.30079e+01 	    6.37519e+05
   2.57129e-04 	    7.72134e+02 	    1.10423e+03 	    1.25550e+00 	    2.30728e+01 	    6.23126e+05
   2.77540e-04 	    7.88711e+02 	    1.10804e+03 	    1.25415e+00 	    2.31438e+01 	    6.05696e+05
   2.99733e-04 	    8.04116e+02 	    1.11132e+03 	    1.25297e+00 	    2.32074e+01 	    5.88435e+05
   3.27296e-04 	    8.20483e+02 	    1.11453e+03 	    1.25179e+00 	    2.32723e+01 	    5.68978e+05
   3.57250e-04 	    8.35717e+02 	    1.11725e+03 	    1.25075e+00 	    2.33301e+01 	    5.49833e+05
   3.94421e-04 	    8.51915e+02 	    1.11989e+03 	    1.24971e+00 	    2.33887e+01 	    5.28387e+05
   4.34783e-04 	    8.66998e+02 	    1.12209e+03 	    1.24880e+00 	    2.34406e+01 	    5.07408e+05
   4.84843e-04 	    8.83037e+02 	    1.12418e+03 	    1.24790e+00 	    2.34930e+01 	    4.84033e+05
   5.39163e-04 	    8.97962e+02 	    1.12589e+03 	    1.24713e+00 	    2.35389e+01 	    4.61295e+05
   6.06506e-04 	    9.13821e+02 	    1.12746e+03 	    1.24637e+00 	    2.35848e+01 	    4.36096e+05
   6.79560e-04 	    9.28560e+02 	    1.12869e+03 	    1.24572e+00 	    2.36247e+01 	    4.11717e+05
   7.70116e-04 	    9.44198e+02 	    1.12976e+03 	    1.24509e+00 	    2.36640e+01 	    3.84844e+05
   8.68370e-04 	    9.58710e+02 	    1.13053e+03 	    1.24456e+00 	    2.36976e+01 	    3.58976e+05
   9.90210e-04 	    9.74090e+02 	    1.13112e+03 	    1.24405e+00 	    2.37303e+01 	    3.30589e+05
   1.12253e-03 	    9.88364e+02 	    1.13146e+03 	    1.24364e+00 	    2.37579e+01 	    3.03344e+05
   1.28682e-03 	    1.00353e+03 	    1.13160e+03 	    1.24325e+00 	    2.37843e+01 	    2.73451e+05
   1.46569e-03 	    1.01772e+03 	    1.13153e+03 	    1.24295e+00 	    2.38062e+01 	    2.44604e+05
   1.68861e-03 	    1.03306e+03 	    1.13123e+03 	    1.24267e+00 	    2.38269e+01 	    2.12454e+05
   1.93300e-03 	    1.04797e+03 	    1.13071e+03 	    1.24246e+00 	    2.38439e+01 	    1.80261e+05
   2.22097e-03 	    1.06434e+03 	    1.12989e+03 	    1.24229e+00 	    2.38590e+01 	    1.43826e+05
   2.36027e-03 	    1.07232e+03 	    1.12940e+03 	    1.24224e+00 	    2.38651e+01 	    1.25665e+05
   2.58805e-03 	    1.08670e+03 	    1.12835e+03 	    1.24217e+00 	    2.38738e+01 	    9.22555e+04
   2.64122e-03 	    1.09061e+03 	    1.12802e+03 	    1.24217e+00 	    2.38757e+01 	    8.29997e+04
   2.73168e-03 	    1.09843e+03 	    1.12734e+03 	    1.24216e+00 	    2.38789e+01 	    6.43376e+04
   2.79652e-03 	    1.10596e+03 	    1.12662e+03 	    1.24217e+00 	    2.38811e+01 	    4.61278e+04
   2.82675e-03 	    1.11095e+03 	    1.12611e+03 	    1.24219e+00 	    2.38821e+01 	    3.39093e+04
   2.84230e-03 	    1.11457e+03 	    1.12572e+03 	    1.24220e+00 	    2.38827e+01 	    2.49895e+04
   2.85131e-03 	    1.11760e+03 	    1.12539e+03 	    1.24222e+00 	    2.38830e+01 	    1.74887e+04
   2.85604e-03 	    1.12003e+03 	    1.12512e+03 	    1.24223e+00 	    2.38832e+01 	    1.14204e+04
   2.85814e-03 	    1.12181e+03 	    1.12492e+03 	    1.24224e+00 	    2.38833e+01 	    6.98724e+03
   2.85891e-03 	    1.12292e+03 	    1.12479e+03 	    1.24225e+00 	    2.38833e+01 	    4.20310e+03
   2.85921e-03 	    1.12366e+03 	    1.12470e+03 	    1.24225e+00 	    2.38833e+01 	    2.34195e+03
   2.85926e-03 	    1.12388e+03 	    1.12468e+03 	    1.24226e+00 	    2.38833e+01 	    1.80264e+03
   2.85929e-03 	    1.12404e+03 	    1.12466e+03 	    1.24226e+00 	    2.38833e+01 	    1.37698e+03
   2.85932e-03 	    1.12430e+03 	    1.12463e+03 	    1.24226e+00 	    2.38833e+01 	    7.28715e+02
   2.85933e-03 	    1.12445e+03 	    1.12461e+03 	    1.24226e+00 	    2.38833e+01 	    3.69402e+02
   2.85933e-03 	    1.12450e+03 	    1.12460e+03 	    1.24226e+00 	    2.38833e+01 	    2.36075e+02
   2.85933e-03 	    1.12454e+03 	    1.12460e+03 	    1.24226e+00 	    2.38833e+01 	    1.23553e+02
   2.85933e-03 	    1.12456e+03 	    1.12460e+03 	    1.24226e+00 	    2.38833e+01 	    8.69639e+01
   2.85933e-03 	    1.12457e+03 	    1.12460e+03 	    1.24226e+00 	    2.38833e+01 	    6.09025e+01
   2.85933e-03 	    1.12458e+03 	    1.12459e+03 	    1.24226e+00 	    2.38833e+01 	    3.63574e+01
